,Company,TypeName,Inches,ScreenResolution,Ram,Gpu,OpSys,Price,Memory1,Memory2,Processor
368,Dell,Notebook,15.6,Full HD 1920x1080,8.0,AMD Radeon R7 M445,Windows 10,47898.72,256GB SSD,No additional storage,Intel Core i7
369,HP,Ultrabook,14.0,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,93240.0,256GB SSD,No additional storage,Intel Core i7
370,Asus,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,12.0,Nvidia GeForce GT 940MX,Windows 10,58554.72,512GB SSD,2TB HDD,Intel Core i7
371,Acer,Notebook,15.6,1366x768,4.0,AMD Radeon R5,Windows 10,22697.28,128GB SSD,No additional storage,AMD A9-Series
372,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,16.0,AMD Radeon RX 580,Windows 10,117162.72,256GB SSD,1TB HDD,AMD Ryzen
373,Lenovo,Notebook,17.3,1600x900,4.0,AMD Radeon R5,Windows 10,26053.92,128GB SSD,No additional storage,AMD A8-Series
374,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,8.0,Intel UHD Graphics 620,Windows 10,46300.8528,256GB SSD,No additional storage,Intel Core i7
375,HP,Notebook,15.6,Full HD 1920x1080,4.0,AMD Radeon R5,Windows 10,26053.3872,256GB SSD,No additional storage,AMD A9-Series
376,Lenovo,Netbook,11.6,IPS Panel 1366x768,4.0,Intel HD Graphics 500,Windows 10,29463.84,128GB SSD,No additional storage,Intel Celeron
377,Dell,Notebook,15.6,1366x768,4.0,Intel HD Graphics 400,Windows 10,16463.52,500GB HDD,No additional storage,Intel Celeron
378,Asus,Notebook,14.0,1366x768,4.0,Intel HD Graphics 500,Windows 10,15238.08,32GB Flash Storage,No additional storage,Intel Celeron
379,Acer,Notebook,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Linux,45074.88,1TB HDD,No additional storage,Intel Core i7
380,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Windows 10,63456.48,128GB SSD,1TB HDD,Intel Core i7
381,Lenovo,Notebook,15.6,Full HD 1920x1080,4.0,Intel HD Graphics 520,No OS,21498.48,128GB SSD,No additional storage,Intel Core i3
382,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 1060,Windows 10,88178.4,128GB SSD,1TB HDD,Intel Core i7
383,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce 940MX,Windows 10,58554.72,256GB SSD,No additional storage,Intel Core i5
384,Asus,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,16.0,Intel HD Graphics 620,Windows 10,93181.392,512GB SSD,No additional storage,Intel Core i7
385,Lenovo,Ultrabook,14.0,IPS Panel 2560x1440,8.0,Intel HD Graphics 620,Windows 10,121584.96,512GB SSD,No additional storage,Intel Core i7
386,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,4.0,Intel HD Graphics 620,Windows 10,29250.72,128GB SSD,No additional storage,Intel Core i3
387,Dell,Workstation,15.6,Full HD 1920x1080,8.0,AMD FirePro W5130M,Windows 10,72940.32,500GB HDD,No additional storage,Intel Core i5
388,Dell,Workstation,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia Quadro M1200,Windows 10,113752.8,256GB SSD,No additional storage,Intel Core i7
389,Lenovo,2 in 1 Convertible,14.0,Touchscreen 2560x1440,16.0,Intel HD Graphics 620,Windows 10,133679.52,512GB SSD,No additional storage,Intel Core i7
390,Asus,Gaming,17.3,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Windows 10,55357.92,1TB HDD,No additional storage,Intel Core i7
391,Asus,Gaming,17.3,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1050 Ti,Windows 10,84768.48,256GB SSD,1TB HDD,Intel Core i7
392,Acer,Notebook,15.6,IPS Panel 1366x768,12.0,Nvidia GeForce MX130,Windows 10,36975.7872,1TB HDD,No additional storage,Intel Core i5
393,MSI,Gaming,17.3,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050 Ti,Windows 10,71874.72,256GB SSD,No additional storage,Intel Core i7
394,Dell,Notebook,15.6,Full HD 1920x1080,8.0,AMD Radeon R7 M445,Linux,41498.1936,256GB SSD,No additional storage,Intel Core i7
395,HP,Ultrabook,15.6,Full HD 1920x1080,4.0,AMD Radeon 520,Windows 10,26586.72,256GB SSD,No additional storage,AMD A9-Series
396,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,8.0,AMD Radeon RX 550,Windows 10,65510.9568,256GB SSD,No additional storage,Intel Core i7
397,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,49976.64,256GB SSD,No additional storage,Intel Core i5
398,Dell,Workstation,15.6,4K Ultra HD / Touchscreen 3840x2160,8.0,Nvidia Quadro M1200,Windows 10,144495.36,256GB SSD,No additional storage,Intel Core i7
399,Lenovo,Ultrabook,14.0,IPS Panel 2560x1440,16.0,Intel HD Graphics 620,Windows 10,139860.0,1TB SSD,No additional storage,Intel Core i7
400,Lenovo,Notebook,15.6,1366x768,4.0,Intel HD Graphics 500,Windows 10,16303.68,1TB HDD,No additional storage,Intel Celeron
401,Asus,Gaming,17.3,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1050,Windows 10,81465.12,256GB SSD,1TB HDD,Intel Core i7
402,Lenovo,Notebook,25.6,IPS Panel Full HD 1920x1080,8.0,AMD Radeon RX 550,Windows 10,60978.96,256GB SSD,1TB HDD,Intel Core i5
403,Acer,Notebook,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Linux,46833.12,256GB SSD,No additional storage,Intel Core i7
404,MSI,Gaming,17.3,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1070,Windows 10,119826.72,256GB SSD,1TB HDD,Intel Core i7
405,Asus,Ultrabook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,99793.44,512GB SSD,No additional storage,Intel Core i7
406,Toshiba,Ultrabook,13.3,Full HD 1920x1080,16.0,Intel HD Graphics 520,Windows 10,93080.16,512GB SSD,No additional storage,Intel Core i7
407,Dell,Ultrabook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics,Windows 10,89510.4,512GB SSD,No additional storage,Intel Core i7
408,Lenovo,Notebook,35.6,Full HD 1920x1080,4.0,Intel HD Graphics 520,Windows 10,21791.52,500GB HDD,No additional storage,Intel Core i3
409,Lenovo,Notebook,11.6,1366x768,2.0,Intel HD Graphics 500,Windows 10,16221.096,32GB Flash Storage,No additional storage,Intel Celeron
410,Lenovo,Workstation,15.6,Full HD 1920x1080,8.0,Nvidia Quadro M1200,Windows 10,102564.0,512GB SSD,No additional storage,Intel Core i7
411,Lenovo,Ultrabook,14.0,IPS Panel Full HD 2560x1440,8.0,Nvidia GeForce GT 940MX,Windows 10,103523.04,512GB SSD,No additional storage,Intel Core i7
412,HP,Notebook,15.6,Full HD 1920x1080,4.0,AMD Radeon 520,Windows 10,24988.32,1TB HDD,No additional storage,Intel Core i3
413,Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 520,Windows 10,42038.4528,256GB SSD,No additional storage,Intel Core i7
414,Asus,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 620,Windows 10,49443.84,256GB SSD,No additional storage,Intel Core i5
415,Dell,Notebook,15.6,Full HD 1920x1080,4.0,AMD Radeon R5 M430,Linux,31909.392,256GB SSD,No additional storage,Intel Core i5
416,Dell,Notebook,13.3,1366x768,4.0,Intel HD Graphics 520,Windows 10,36709.92,128GB SSD,No additional storage,Intel Core i3
417,HP,Ultrabook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,79920.0,256GB SSD,No additional storage,Intel Core i7
418,Dell,Notebook,15.6,1366x768,8.0,Intel HD Graphics 620,Windows 10,28768.536,1TB HDD,No additional storage,Intel Core i5
419,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,8.0,AMD Radeon RX 550,Windows 10,64755.4464,256GB SSD,No additional storage,Intel Core i7
420,Lenovo,2 in 1 Convertible,15.6,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,16.0,Nvidia GeForce GTX 1050,Windows 10,101178.72,512GB SSD,No additional storage,Intel Core i7
421,Chuwi,Notebook,12.3,IPS Panel Retina Display 2736x1824,6.0,Intel HD Graphics 500,Windows 10,23922.72,64GB Flash Storage,No additional storage,Intel Celeron
422,HP,Notebook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 630,Windows 10,76030.56,256GB SSD,No additional storage,Intel Core i7
423,Asus,Notebook,35.6,Full HD 1920x1080,8.0,Nvidia GeForce 940MX,Linux,31808.16,1TB HDD,No additional storage,Intel Core i3
424,Dell,Gaming,27.3,IPS Panel 2560x1440,16.0,Nvidia GeForce GTX 1070,Windows 10,149130.72,256GB SSD,1TB HDD,Intel Core i7
425,Dell,Gaming,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050 Ti,Windows 10,61751.52,128GB SSD,1TB HDD,Intel Core i7
426,Dell,Notebook,15.6,Full HD 1920x1080,8.0,AMD Radeon 530,Windows 10,60867.072,256GB SSD,2TB HDD,Intel Core i7
427,Dell,Ultrabook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 620,Linux,58554.72,256GB SSD,No additional storage,Intel Core i7
428,HP,Gaming,17.3,Full HD 1920x1080,12.0,Nvidia GeForce GTX 1070,Windows 10,106506.72,256GB SSD,1TB HDD,Intel Core i7
429,Mediacom,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,4.0,Intel HD Graphics 500,Windows 10,15930.72,32GB SSD,No additional storage,Intel Celeron
430,Samsung,Netbook,11.6,1366x768,4.0,Intel HD Graphics 400,Chrome OS,14332.32,16GB Flash Storage,No additional storage,Intel Celeron
431,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,53812.8,256GB SSD,No additional storage,Intel Core i7
432,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,4.0,Intel HD Graphics 620,Windows 10,31914.72,128GB SSD,No additional storage,Intel Core i3
433,Lenovo,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,16.0,Nvidia GeForce 940MX,Windows 10,130269.6,512GB SSD,No additional storage,Intel Core i7
434,Lenovo,Notebook,15.6,Full HD 1920x1080,16.0,Nvidia Quadro M2200M,Windows 10,130482.72,512GB SSD,No additional storage,Intel Core i7
435,Asus,Gaming,17.3,Full HD 1920x1080,8.0,AMD Radeon RX 580,Windows 10,90309.6,256GB SSD,1TB HDD,AMD Ryzen
436,HP,Notebook,15.6,1366x768,4.0,Intel HD Graphics 400,Windows 10,18488.16,500GB HDD,No additional storage,Intel Celeron
437,Google,Ultrabook,12.3,Touchscreen 2400x1600,16.0,Intel HD Graphics 615,Chrome OS,117162.72,512GB SSD,No additional storage,Intel Core i7
438,Lenovo,Ultrabook,24.0,2560x1440,24.0,Intel HD Graphics 620,Windows 10,126912.96,512GB SSD,No additional storage,Intel Core i7
439,Asus,Notebook,15.6,Full HD 1920x1080,4.0,Intel HD Graphics 620,Linux,29783.52,256GB SSD,No additional storage,Intel Core i5
440,Lenovo,Notebook,17.3,1600x900,8.0,AMD Radeon R4,Windows 10,27652.32,1TB HDD,No additional storage,AMD A6-Series
441,Dell,Notebook,15.6,Full HD 1920x1080,4.0,AMD Radeon 530,Windows 10,39906.72,256GB SSD,No additional storage,Intel Core i5
442,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,76137.12,256GB SSD,No additional storage,Intel Core i5
443,Lenovo,Notebook,15.6,Full HD 1920x1080,4.0,Intel HD Graphics 505,Windows 10,18594.72,128GB SSD,No additional storage,Intel Pentium
444,HP,Gaming,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Windows 10,58554.72,128GB SSD,1TB HDD,Intel Core i7
445,Dell,Notebook,14.0,Full HD 1920x1080,8.0,Nvidia GeForce 930MX,Windows 10,62817.12,256GB SSD,No additional storage,Intel Core i5
446,Acer,Notebook,15.6,1366x768,4.0,Intel HD Graphics 620,Linux,23539.104,500GB HDD,No additional storage,Intel Core i5
447,Dell,Workstation,15.6,Full HD 1920x1080,8.0,Nvidia Quadro M620,Windows 10,106187.04,64GB Flash Storage,1TB HDD,Intel Xeon
448,MSI,Gaming,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Windows 10,54757.9872,256GB SSD,No additional storage,Intel Core i5
449,Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,16.0,Intel Iris Plus Graphics 640,Windows 10 S,137941.92,512GB SSD,No additional storage,Intel Core i7
450,HP,Notebook,15.6,1366x768,8.0,Intel HD Graphics 620,Windows 10,31381.92,128GB SSD,No additional storage,Intel Core i5
451,Dell,Workstation,15.6,IPS Panel Full HD 1920x1080,16.0,Nvidia Quadro M620,Windows 10,105228.0,256GB SSD,No additional storage,Intel Core i7
452,HP,Workstation,15.6,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,81731.52,512GB SSD,No additional storage,Intel Core i7
453,Lenovo,Notebook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,71661.6,256GB SSD,No additional storage,Intel Core i5
454,Dell,Notebook,15.6,Full HD 1920x1080,8.0,AMD Radeon 530,Windows 10,52161.12,128GB SSD,1TB HDD,Intel Core i7
455,Dell,2 in 1 Convertible,11.6,Touchscreen 1366x768,4.0,Intel HD Graphics 405,Windows 10,25521.12,500GB HDD,No additional storage,Intel Pentium
456,Dell,Notebook,17.3,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 1060,Windows 10,109010.88,1TB HDD,No additional storage,Intel Core i7
457,Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,4.0,Intel HD Graphics 615,Windows 10 S,52693.92,128GB SSD,No additional storage,Intel Core M
458,Microsoft,Ultrabook,33.5,Touchscreen 2256x1504,8.0,Intel Iris Plus Graphics 640,Windows 10 S,95850.72,256GB SSD,No additional storage,Intel Core i7
459,HP,Notebook,17.3,1600x900,8.0,Intel HD Graphics 520,Windows 10,34093.872,256GB SSD,No additional storage,Intel Core i3
460,Acer,Notebook,15.6,Full HD 1920x1080,4.0,Nvidia GeForce 940MX,Windows 10,28984.32,1TB HDD,No additional storage,Intel Core i3
461,Acer,Netbook,11.6,1366x768,4.0,Intel HD Graphics 400,Windows 10,23176.8,128GB SSD,No additional storage,Intel Celeron
462,Asus,Notebook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,39906.72,1TB HDD,No additional storage,Intel Core i5
463,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,8.0,AMD Radeon R7 M460,No OS,42570.72,512GB SSD,No additional storage,Intel Core i7
464,Lenovo,Notebook,15.6,Full HD 1920x1080,8.0,Nvidia Quadro M2200M,Windows 10,111355.2,256GB SSD,No additional storage,Intel Core i7
465,Asus,Notebook,15.6,1366x768,4.0,Intel HD Graphics 500,Windows 10,16197.12,500GB HDD,No additional storage,Intel Pentium
466,Acer,Notebook,15.6,1366x768,4.0,Nvidia GeForce GTX 940MX,Windows 10,24988.32,500GB HDD,No additional storage,Intel Core i3
467,Dell,Notebook,15.6,Full HD 1920x1080,8.0,AMD Radeon 530,Windows 10,40439.52,2TB HDD,No additional storage,Intel Core i5
468,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,12.0,Nvidia GeForce GTX 1060,Windows 10,90522.72,1TB HDD,No additional storage,Intel Core i7
469,Lenovo,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,12.0,Intel HD Graphics 520,Windows 10,98994.24,256GB SSD,No additional storage,Intel Core i7
470,HP,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,8.0,Intel UHD Graphics 620,Windows 10,106506.72,512GB SSD,No additional storage,Intel Core i7
471,HP,Notebook,15.6,Full HD 1920x1080,8.0,AMD FirePro W4190M ,Windows 10,61485.12,500GB HDD,No additional storage,Intel Core i5
472,Google,Ultrabook,12.3,Touchscreen 2400x1600,8.0,Intel HD Graphics 615,Chrome OS,67932.0,128GB SSD,No additional storage,Intel Core i5
473,Dell,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,8.0,Intel UHD Graphics 620,Windows 10,98133.768,256GB SSD,No additional storage,Intel Core i5
474,Asus,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,12.0,Intel HD Graphics 530,Windows 10,69210.72,128GB SSD,1TB HDD,Intel Core i7
475,Dell,Notebook,14.0,1366x768,8.0,Intel HD Graphics 520,Windows 10,39427.2,128GB SSD,No additional storage,Intel Core i3
476,Dell,Workstation,13.3,Full HD 1920x1080,8.0,Nvidia Quadro M1200,Windows 10,128298.24,256GB SSD,No additional storage,Intel Core i7
477,Lenovo,Notebook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,72673.92,180GB SSD,No additional storage,Intel Core i5
479,Toshiba,Notebook,13.3,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,89084.16,256GB SSD,No additional storage,Intel Core i5
480,Dell,Notebook,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce 940MX,Windows 10,67239.36,512GB SSD,No additional storage,Intel Core i7
481,Dell,Notebook,15.6,1366x768,4.0,Intel HD Graphics 620,Windows 10,31254.048,1TB HDD,No additional storage,Intel Core i3
482,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,4.0,Intel UHD Graphics 620,Windows 10,38681.28,128GB SSD,No additional storage,Intel Core i5
483,Chuwi,Notebook,15.6,Full HD 1920x1080,4.0,Intel HD Graphics,Windows 10,13261.392,64GB Flash Storage,No additional storage,Intel Atom
484,Lenovo,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,Windows 10,30103.2,128GB SSD,No additional storage,Intel Core i3
485,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,8.0,Intel UHD Graphics 620,Windows 10,55890.72,256GB SSD,No additional storage,Intel Core i5
486,Dell,Workstation,15.6,IPS Panel Full HD 1920x1080,16.0,Nvidia Quadro M620,Windows 10,124568.64,512GB SSD,No additional storage,Intel Core i7
487,Dell,Notebook,15.6,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1050,Windows 10,101178.72,512GB SSD,No additional storage,Intel Core i7
488,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,16.0,Intel HD Graphics 620,Windows 10,95797.44,512GB SSD,No additional storage,Intel Core i7
489,Asus,Ultrabook,12.5,Full HD 1920x1080,16.0,Intel HD Graphics 620,Windows 10,103896.0,512GB SSD,No additional storage,Intel Core i7
490,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce 940MX,Windows 10,53918.8272,256GB SSD,No additional storage,Intel Core i5
491,Toshiba,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,32.0,Intel HD Graphics 620,Windows 10,149130.72,512GB SSD,No additional storage,Intel Core i7
492,Asus,Gaming,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Windows 10,71928.0,128GB SSD,1TB HDD,Intel Core i7
493,Acer,Notebook,15.6,1366x768,8.0,AMD Radeon RX 540,Windows 10,30849.12,1TB HDD,No additional storage,AMD A10-Series
494,Asus,Gaming,17.3,IPS Panel Full HD / Touchscreen 1920x1080,24.0,Nvidia GeForce GTX 965M,Windows 10,67612.32,256GB SSD,1TB HDD,Intel Core i7
495,Lenovo,Ultrabook,12.5,IPS Panel 1366x768,8.0,Intel HD Graphics 520,Windows 10,58554.72,180GB SSD,No additional storage,Intel Core i5
496,Lenovo,Notebook,15.6,Full HD 1920x1080,8.0,Intel UHD Graphics 620,Windows 10,47893.392,256GB SSD,No additional storage,Intel Core i7
497,HP,Notebook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,93186.72,1TB SSD,No additional storage,Intel Core i7
498,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,50562.72,256GB SSD,No additional storage,Intel Core i3
499,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,48538.08,256GB SSD,No additional storage,Intel Core i5
500,Asus,Netbook,11.6,1366x768,4.0,Intel HD Graphics 500,Windows 10 S,18115.2,64GB Flash Storage,No additional storage,Intel Celeron
501,HP,Notebook,15.6,1366x768,8.0,AMD Radeon 520,Windows 10,32979.7872,256GB SSD,No additional storage,Intel Core i5
502,Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,8.0,Intel UHD Graphics 620,Windows 10,85194.72,256GB SSD,No additional storage,Intel Core i5
503,Lenovo,Notebook,14.0,1366x768,4.0,Intel HD Graphics 500,Windows 10,15930.72,500GB HDD,No additional storage,Intel Celeron
504,Lenovo,Netbook,11.6,1366x768,4.0,Intel HD Graphics 400,Chrome OS,14119.2,16GB SSD,No additional storage,Intel Celeron
505,Lenovo,Notebook,13.3,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,50562.72,256GB SSD,No additional storage,Intel Core i5
506,Asus,Notebook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,65214.72,256GB SSD,1TB HDD,Intel Core i7
507,Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,4.0,Nvidia GeForce MX150,Windows 10,32660.64,1TB HDD,No additional storage,Intel Core i5
508,HP,Ultrabook,13.3,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,70489.44,512GB SSD,No additional storage,Intel Core i7
509,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 1060,No OS,61218.72,256GB SSD,1TB HDD,Intel Core i7
510,Dell,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 620,Windows 10,47898.72,128GB SSD,No additional storage,Intel Core i5
511,Acer,Notebook,15.6,Full HD 1920x1080,4.0,Nvidia GeForce 940MX,Windows 10,34045.92,500GB HDD,No additional storage,Intel Core i7
512,Dell,Notebook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,44542.08,1TB HDD,No additional storage,Intel Core i5
513,Dell,Notebook,15.6,Full HD 1920x1080,16.0,AMD Radeon 530,Windows 10,64961.1072,256GB SSD,2TB HDD,Intel Core i7
514,Xiaomi,Notebook,15.6,IPS Panel Full HD 1920x1080,16.0,Nvidia GeForce MX150,No OS,74589.336,256GB SSD,No additional storage,Intel Core i7
515,Asus,Netbook,11.6,1366x768,2.0,Intel HD Graphics 500,Windows 10,13053.6,32GB Flash Storage,No additional storage,Intel Celeron
516,HP,Notebook,15.6,Touchscreen 1366x768,4.0,Intel UHD Graphics 620,Windows 10,27783.9216,1TB HDD,No additional storage,Intel Core i5
517,Asus,Gaming,15.6,Full HD 1920x1080,24.0,Nvidia GeForce GTX1080,Windows 10,158135.04,512GB SSD,No additional storage,Intel Core i7
518,HP,Notebook,15.6,Full HD 1920x1080,8.0,Nvidia GeForce 930MX,Windows 10,47365.92,256GB SSD,No additional storage,Intel Core i5
519,Asus,Gaming,17.3,Full HD 1920x1080,16.0,Nvidia GeForce GTX1050 Ti,Windows 10,80133.12,256GB SSD,1TB HDD,Intel Core i7
520,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 1060,Windows 10,74538.72,256GB SSD,1TB HDD,Intel Core i7
521,HP,Ultrabook,13.3,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,74538.72,256GB SSD,No additional storage,Intel Core i7
522,Dell,Notebook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,68184.0144,256GB SSD,No additional storage,Intel Core i5
523,HP,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,Windows 10,36709.92,128GB SSD,No additional storage,Intel Core i3
524,Dell,Notebook,17.3,IPS Panel Full HD 1920x1080,8.0,AMD Radeon 530,Linux,47365.92,128GB SSD,1TB HDD,Intel Core i5
525,Lenovo,Notebook,24.0,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 7,71395.2,256GB SSD,No additional storage,Intel Core i5
526,Lenovo,Notebook,15.6,Full HD 1920x1080,4.0,Nvidia GeForce 920MX,Windows 10,42570.72,1TB HDD,No additional storage,Intel Core i7
527,Lenovo,Notebook,15.6,1366x768,8.0,Nvidia GeForce 920MX ,No OS,24455.52,2TB HDD,No additional storage,Intel Core i3
528,Dell,Notebook,15.6,Full HD 1920x1080,4.0,AMD Radeon R5 M430,Windows 10,31168.8,500GB HDD,No additional storage,Intel Core i5
529,Dell,Notebook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,73366.56,256GB SSD,No additional storage,Intel Core i5
530,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,16.0,Nvidia GeForce GTX 1070,Windows 10,160520.3856,128GB SSD,1TB HDD,Intel Core i7
531,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,45820.8,500GB HDD,No additional storage,Intel Core i5
532,Asus,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,8.0,Nvidia GeForce GTX 960M,Windows 10,69210.72,256GB SSD,1TB HDD,Intel Core i7
533,Mediacom,Notebook,13.3,IPS Panel Full HD 1920x1080,4.0,Intel HD Graphics 500,Windows 10,19660.32,32GB SSD,No additional storage,Intel Celeron
534,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 1060,Windows 10,87858.72,128GB SSD,1TB HDD,Intel Core i5
535,Dell,Notebook,15.6,Full HD 1920x1080,8.0,Nvidia GeForce 930MX,Windows 10,72940.32,256GB SSD,No additional storage,Intel Core i7
536,Dell,Notebook,15.6,Full HD 1920x1080,8.0,AMD Radeon 530,Windows 10,42486.0048,256GB SSD,No additional storage,Intel Core i5
537,HP,Notebook,15.6,Full HD 1920x1080,4.0,Intel HD Graphics 405,Windows 10,21258.1872,256GB SSD,No additional storage,Intel Pentium
538,HP,Gaming,17.3,Full HD 1920x1080,12.0,Nvidia GeForce GTX 1060,Windows 10,95850.72,1TB HDD,No additional storage,Intel Core i7
539,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce 940MX,Windows 10,45767.52,256GB SSD,No additional storage,Intel Core i7
540,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,8.0,Intel UHD Graphics 620,Windows 10,74538.72,256GB SSD,No additional storage,Intel Core i7
541,Dell,Notebook,14.0,Full HD 1920x1080,4.0,Intel HD Graphics 520,Windows 10,39207.1536,128GB SSD,No additional storage,Intel Core i3
542,HP,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,8.0,Intel HD Graphics 620,Windows 10,61005.6,256GB SSD,No additional storage,Intel Core i7
543,Acer,Gaming,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Linux,42517.44,1TB HDD,No additional storage,Intel Core i5
544,Asus,Notebook,15.6,1366x768,4.0,AMD Radeon R2 Graphics,Windows 10,18594.72,500GB HDD,No additional storage,AMD E-Series
545,HP,Notebook,15.6,Full HD 1920x1080,4.0,Intel HD Graphics 620,Windows 10,37589.04,128GB SSD,No additional storage,Intel Core i3
